Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Ocak,9,2024-01-09,ATM Çekimi,246.6,Ulaşım,Tren
2024,Ocak,11,2024-01-11,Alışveriş,213.42,Restoran,Cafe
2024,Ocak,27,2024-01-27,ATM Çekimi,126.03,ATM,ATM Çekimi
2024,Ocak,11,2024-01-11,Fatura Ödemesi,401.34,Market,BIM
2024,Ocak,5,2024-01-05,Fatura Ödemesi,347.21,Ulaşım,Tren
2024,Ocak,3,2024-01-03,Restoran,35.1,Ulaşım,Tren
2024,Ocak,14,2024-01-14,ATM Çekimi,397.26,Market,BIM
2024,Ocak,2,2024-01-02,ATM Çekimi,451.43,Ulaşım,Otobüs
2024,Ocak,20,2024-01-20,Alışveriş,329.36,Ulaşım,Otobüs
2024,Ocak,11,2024-01-11,Ulaşım,290.42,Fatura Ödemesi,İnternet
2024,Ocak,21,2024-01-21,Restoran,486.24,Restoran,Pizza
2024,Ocak,1,2024-01-01,Alışveriş,494.95,Market,Migros
2024,Ocak,5,2024-01-05,ATM Çekimi,379.38,Fatura Ödemesi,İnternet
2024,Ocak,22,2024-01-22,ATM Çekimi,443.52,ATM,ATM Çekimi
2024,Ocak,31,2024-01-31,Fatura Ödemesi,249.16,ATM,ATM Çekimi
2024,Ocak,2,2024-01-02,Ulaşım,65.31,Ulaşım,Tren
2024,Ocak,20,2024-01-20,Ulaşım,415.08,Restoran,Cafe
2024,Ocak,28,2024-01-28,ATM Çekimi,206.86,Fatura Ödemesi,İnternet
2024,Ocak,4,2024-01-04,Fatura Ödemesi,116.71,Ulaşım,Taksi
2024,Ocak,16,2024-01-16,Alışveriş,280.84,ATM,ATM Çekimi
2024,Ocak,8,2024-01-08,Alışveriş,227.33,Ulaşım,Tren
2024,Ocak,25,2024-01-25,Ulaşım,181.0,ATM,ATM Çekimi
2024,Ocak,6,2024-01-06,Alışveriş,80.27,Fatura Ödemesi,İnternet
2024,Ocak,19,2024-01-19,Alışveriş,482.98,Fatura Ödemesi,İnternet
2024,Ocak,10,2024-01-10,Fatura Ödemesi,180.04,Fatura Ödemesi,İnternet
2024,Ocak,2,2024-01-02,Restoran,225.31,Restoran,Cafe
2024,Ocak,23,2024-01-23,Ulaşım,303.4,Restoran,Kebapçı
2024,Ocak,1,2024-01-01,Fatura Ödemesi,117.51,Ulaşım,Otobüs
2024,Ocak,15,2024-01-15,Restoran,95.07,Restoran,Pizza
2024,Ocak,28,2024-01-28,ATM Çekimi,258.03,Fatura Ödemesi,İnternet
2024,Ocak,10,2024-01-10,Fatura Ödemesi,162.54,Restoran,Kebapçı
2024,Ocak,20,2024-01-20,Restoran,201.47,Fatura Ödemesi,Elektrik
2024,Ocak,30,2024-01-30,ATM Çekimi,252.73,Restoran,Kebapçı
2024,Ocak,10,2024-01-10,Ulaşım,152.06,ATM,ATM Çekimi
2024,Ocak,13,2024-01-13,Alışveriş,251.86,ATM,ATM Çekimi
2024,Ocak,1,2024-01-01,Alışveriş,53.96,ATM,ATM Çekimi
2024,Ocak,4,2024-01-04,Ulaşım,339.1,Market,Migros
2024,Ocak,29,2024-01-29,Fatura Ödemesi,464.28,Ulaşım,Otobüs
2024,Ocak,14,2024-01-14,Fatura Ödemesi,76.24,Ulaşım,Otobüs
2024,Ocak,28,2024-01-28,Ulaşım,338.44,Restoran,Pizza
2024,Ocak,26,2024-01-26,Ulaşım,256.33,Market,Migros
2024,Ocak,8,2024-01-08,ATM Çekimi,198.4,Market,Carrefour
2024,Ocak,15,2024-01-15,Fatura Ödemesi,206.83,Fatura Ödemesi,Elektrik
2024,Ocak,17,2024-01-17,Fatura Ödemesi,85.19,Market,Migros
2024,Ocak,1,2024-01-01,ATM Çekimi,484.39,Restoran,Kebapçı
2024,Ocak,8,2024-01-08,ATM Çekimi,451.21,Restoran,Pizza
2024,Ocak,6,2024-01-06,Fatura Ödemesi,463.62,ATM,ATM Çekimi
2024,Ocak,1,2024-01-01,Restoran,414.47,Restoran,Kebapçı
2024,Ocak,17,2024-01-17,ATM Çekimi,477.35,Restoran,Kebapçı
2024,Ocak,24,2024-01-24,Alışveriş,461.1,Ulaşım,Taksi
2024,Ocak,7,2024-01-07,Restoran,207.71,ATM,ATM Çekimi
2024,Ocak,25,2024-01-25,Ulaşım,348.18,Market,Migros
2024,Ocak,26,2024-01-26,ATM Çekimi,122.23,ATM,ATM Çekimi
2024,Ocak,7,2024-01-07,Fatura Ödemesi,214.96,Fatura Ödemesi,Su
2024,Ocak,22,2024-01-22,Restoran,197.43,Market,Migros
2024,Ocak,29,2024-01-29,Ulaşım,210.39,Ulaşım,Tren
2024,Ocak,18,2024-01-18,Alışveriş,369.93,Ulaşım,Tren
2024,Ocak,21,2024-01-21,Restoran,492.17,ATM,ATM Çekimi
2024,Ocak,30,2024-01-30,Ulaşım,241.33,Restoran,Pizza
2024,Ocak,6,2024-01-06,Ulaşım,386.84,Fatura Ödemesi,İnternet
2024,Ocak,7,2024-01-07,Restoran,304.34,Market,Migros
2024,Ocak,13,2024-01-13,Fatura Ödemesi,244.62,Market,BIM
2024,Ocak,17,2024-01-17,Alışveriş,403.89,Ulaşım,Otobüs
2024,Ocak,15,2024-01-15,Fatura Ödemesi,166.17,Fatura Ödemesi,İnternet
2024,Ocak,10,2024-01-10,Fatura Ödemesi,366.46,Fatura Ödemesi,Su
2024,Ocak,31,2024-01-31,Fatura Ödemesi,383.59,ATM,ATM Çekimi
2024,Ocak,15,2024-01-15,ATM Çekimi,128.65,ATM,ATM Çekimi
2024,Ocak,4,2024-01-04,Ulaşım,85.77,Market,Migros
2024,Ocak,16,2024-01-16,Alışveriş,364.28,Fatura Ödemesi,Su
2024,Ocak,8,2024-01-08,Ulaşım,329.78,Fatura Ödemesi,İnternet
2024,Ocak,20,2024-01-20,Alışveriş,72.86,Market,Migros
2024,Ocak,30,2024-01-30,ATM Çekimi,11.22,Fatura Ödemesi,İnternet
2024,Ocak,22,2024-01-22,ATM Çekimi,483.37,Market,Migros
2024,Ocak,11,2024-01-11,ATM Çekimi,209.8,ATM,ATM Çekimi
2024,Ocak,16,2024-01-16,Fatura Ödemesi,214.24,Ulaşım,Tren
2024,Ocak,27,2024-01-27,Fatura Ödemesi,318.12,ATM,ATM Çekimi
2024,Ocak,17,2024-01-17,Fatura Ödemesi,173.76,Fatura Ödemesi,Elektrik
2024,Ocak,22,2024-01-22,Restoran,289.66,Ulaşım,Otobüs
2024,Ocak,24,2024-01-24,Alışveriş,492.36,Market,Carrefour
2024,Ocak,20,2024-01-20,Ulaşım,295.26,Fatura Ödemesi,İnternet
2024,Ocak,10,2024-01-10,ATM Çekimi,74.43,Ulaşım,Taksi
2024,Ocak,7,2024-01-07,Alışveriş,266.18,Market,BIM
2024,Ocak,4,2024-01-04,Restoran,41.56,Restoran,Kebapçı
2024,Ocak,15,2024-01-15,Alışveriş,283.59,Ulaşım,Otobüs
2024,Ocak,1,2024-01-01,Restoran,280.91,ATM,ATM Çekimi
2024,Ocak,6,2024-01-06,Fatura Ödemesi,228.75,Market,Carrefour
2024,Ocak,23,2024-01-23,Alışveriş,303.8,Fatura Ödemesi,Elektrik
2024,Ocak,30,2024-01-30,Fatura Ödemesi,236.32,Market,Migros
2024,Ocak,7,2024-01-07,Restoran,230.33,Ulaşım,Tren
2024,Ocak,13,2024-01-13,Fatura Ödemesi,476.0,Fatura Ödemesi,İnternet
2024,Ocak,15,2024-01-15,Restoran,17.96,ATM,ATM Çekimi
2024,Ocak,10,2024-01-10,Fatura Ödemesi,95.33,Restoran,Pizza
2024,Ocak,17,2024-01-17,Restoran,483.84,ATM,ATM Çekimi
2024,Ocak,23,2024-01-23,Ulaşım,497.85,Ulaşım,Tren
2024,Ocak,9,2024-01-09,Restoran,137.77,Ulaşım,Taksi
2024,Ocak,29,2024-01-29,Restoran,241.68,Fatura Ödemesi,Elektrik
2024,Ocak,5,2024-01-05,ATM Çekimi,274.7,Market,Migros
2024,Ocak,11,2024-01-11,ATM Çekimi,245.48,Ulaşım,Tren
2024,Ocak,18,2024-01-18,ATM Çekimi,445.1,Restoran,Kebapçı
2024,Ocak,2,2024-01-02,Alışveriş,136.06,Fatura Ödemesi,İnternet
2024,Ocak,19,2024-01-19,Fatura Ödemesi,368.61,Market,BIM
2024,Ocak,21,2024-01-21,Restoran,377.28,Ulaşım,Taksi
2024,Ocak,6,2024-01-06,Alışveriş,327.98,ATM,ATM Çekimi
2024,Ocak,8,2024-01-08,Fatura Ödemesi,109.99,Ulaşım,Taksi
2024,Ocak,29,2024-01-29,Fatura Ödemesi,349.86,Restoran,Cafe
2024,Ocak,10,2024-01-10,Restoran,364.27,ATM,ATM Çekimi
2024,Ocak,30,2024-01-30,Ulaşım,376.29,ATM,ATM Çekimi
2024,Ocak,17,2024-01-17,Alışveriş,359.33,Restoran,Kebapçı
2024,Ocak,10,2024-01-10,Fatura Ödemesi,421.14,Fatura Ödemesi,Su
2024,Ocak,8,2024-01-08,Alışveriş,184.42,ATM,ATM Çekimi
2024,Ocak,20,2024-01-20,Fatura Ödemesi,27.24,Fatura Ödemesi,Su
2024,Ocak,4,2024-01-04,Ulaşım,348.43,Market,Carrefour
2024,Ocak,27,2024-01-27,Ulaşım,194.28,Ulaşım,Taksi
2024,Ocak,16,2024-01-16,ATM Çekimi,158.15,Fatura Ödemesi,İnternet
2024,Ocak,28,2024-01-28,Restoran,474.62,ATM,ATM Çekimi
2024,Ocak,30,2024-01-30,Fatura Ödemesi,466.23,Market,Carrefour
2024,Ocak,8,2024-01-08,Ulaşım,383.77,Fatura Ödemesi,İnternet
2024,Ocak,4,2024-01-04,ATM Çekimi,472.17,Market,BIM
2024,Ocak,2,2024-01-02,Fatura Ödemesi,60.36,Ulaşım,Otobüs
2024,Ocak,30,2024-01-30,ATM Çekimi,342.17,Restoran,Kebapçı
2024,Ocak,18,2024-01-18,Restoran,283.97,Ulaşım,Taksi
2024,Ocak,11,2024-01-11,Alışveriş,109.57,Market,BIM
2024,Ocak,17,2024-01-17,Alışveriş,22.17,Fatura Ödemesi,İnternet
2024,Ocak,16,2024-01-16,Alışveriş,358.2,ATM,ATM Çekimi
2024,Ocak,18,2024-01-18,Ulaşım,118.47,Ulaşım,Tren
2024,Ocak,23,2024-01-23,Alışveriş,188.1,ATM,ATM Çekimi
2024,Ocak,6,2024-01-06,Restoran,345.09,Restoran,Kebapçı
2024,Ocak,11,2024-01-11,ATM Çekimi,61.29,Restoran,Cafe
2024,Ocak,26,2024-01-26,Fatura Ödemesi,393.45,Market,BIM
2024,Ocak,5,2024-01-05,ATM Çekimi,365.51,ATM,ATM Çekimi
2024,Ocak,29,2024-01-29,Ulaşım,420.82,Market,Carrefour
2024,Ocak,14,2024-01-14,Alışveriş,443.21,Restoran,Pizza
2024,Ocak,28,2024-01-28,Alışveriş,100.85,Restoran,Cafe
2024,Ocak,14,2024-01-14,Restoran,236.31,Market,BIM
2024,Ocak,23,2024-01-23,ATM Çekimi,127.33,Market,Carrefour
2024,Ocak,2,2024-01-02,ATM Çekimi,37.26,Ulaşım,Otobüs
2024,Ocak,21,2024-01-21,Restoran,64.87,Ulaşım,Taksi
2024,Ocak,2,2024-01-02,ATM Çekimi,365.6,Ulaşım,Tren
2024,Ocak,14,2024-01-14,ATM Çekimi,474.55,Ulaşım,Otobüs
2024,Ocak,25,2024-01-25,Ulaşım,25.04,ATM,ATM Çekimi
2024,Ocak,11,2024-01-11,Fatura Ödemesi,68.01,ATM,ATM Çekimi
2024,Ocak,29,2024-01-29,Ulaşım,130.26,ATM,ATM Çekimi
2024,Ocak,24,2024-01-24,ATM Çekimi,306.62,Ulaşım,Taksi
2024,Ocak,24,2024-01-24,Alışveriş,287.02,Ulaşım,Tren
2024,Ocak,22,2024-01-22,Alışveriş,294.44,ATM,ATM Çekimi
2024,Ocak,24,2024-01-24,Alışveriş,311.62,ATM,ATM Çekimi
2024,Ocak,5,2024-01-05,Ulaşım,405.99,Fatura Ödemesi,İnternet
2024,Ocak,7,2024-01-07,Restoran,166.02,ATM,ATM Çekimi
2024,Ocak,28,2024-01-28,Restoran,352.7,Market,BIM
2024,Ocak,7,2024-01-07,Restoran,235.13,Ulaşım,Tren
2024,Ocak,28,2024-01-28,Alışveriş,168.13,ATM,ATM Çekimi
2024,Ocak,1,2024-01-01,Restoran,369.39,ATM,ATM Çekimi
2024,Ocak,21,2024-01-21,Ulaşım,378.47,Market,Migros
2024,Ocak,9,2024-01-09,Ulaşım,159.0,ATM,ATM Çekimi
2024,Ocak,15,2024-01-15,Alışveriş,93.0,ATM,ATM Çekimi
2024,Ocak,4,2024-01-04,Alışveriş,109.74,Market,Migros
2024,Ocak,12,2024-01-12,Ulaşım,400.71,Fatura Ödemesi,Su
2024,Ocak,10,2024-01-10,ATM Çekimi,290.11,Restoran,Pizza
2024,Şubat,12,2024-02-12,ATM Çekimi,320.38,ATM,ATM Çekimi
2024,Şubat,8,2024-02-08,Restoran,1188.08,Sağlık,Eczane
2024,Şubat,19,2024-02-19,Alışveriş,4792.61,Restoran,Pasta
2024,Şubat,28,2024-02-28,Alışveriş,2675.93,Sağlık,Doktor
2024,Şubat,27,2024-02-27,Alışveriş,318.09,ATM,ATM Çekimi
2024,Şubat,26,2024-02-26,Restoran,402.16,Eğlence,Tiyatro
2024,Şubat,8,2024-02-08,ATM Çekimi,497.05,Eğlence,Konser
2024,Şubat,20,2024-02-20,Eğlence,1607.31,Eğlence,Konser
2024,Şubat,10,2024-02-10,Restoran,144.38,Eğlence,Konser
2024,Şubat,23,2024-02-23,Sağlık,373.45,Restoran,Sushi
2024,Şubat,14,2024-02-14,Eğlence,2196.16,Eğlence,Sinema
2024,Şubat,28,2024-02-28,Eğlence,216.79,ATM,ATM Çekimi
2024,Şubat,3,2024-02-03,Eğlence,447.9,Eğlence,Konser
2024,Şubat,16,2024-02-16,Eğlence,64.86,Sağlık,Unusual Expense
2024,Şubat,26,2024-02-26,ATM Çekimi,34.95,Restoran,Pasta
2024,Şubat,3,2024-02-03,Eğlence,43.34,Sağlık,Doktor
2024,Şubat,14,2024-02-14,ATM Çekimi,222.35,ATM,ATM Çekimi
2024,Şubat,21,2024-02-21,Alışveriş,346.12,Market,Şok
2024,Şubat,8,2024-02-08,Eğlence,286.39,Eğlence,Tiyatro
2024,Şubat,16,2024-02-16,Eğlence,3537.54,Market,Şok
2024,Şubat,19,2024-02-19,ATM Çekimi,175.15,Eğlence,Konser
2024,Şubat,29,2024-02-29,Alışveriş,300.3,Sağlık,Eczane
2024,Şubat,24,2024-02-24,Eğlence,401.21,ATM,ATM Çekimi
2024,Şubat,27,2024-02-27,Alışveriş,124.86,Eğlence,Sinema
2024,Şubat,6,2024-02-06,Restoran,470.83,ATM,ATM Çekimi
2024,Şubat,13,2024-02-13,Restoran,342.33,Sağlık,Eczane
2024,Şubat,29,2024-02-29,Restoran,379.65,Market,A101
2024,Şubat,8,2024-02-08,Restoran,364.83,Market,A101
2024,Şubat,3,2024-02-03,Sağlık,195.25,ATM,ATM Çekimi
2024,Şubat,11,2024-02-11,Alışveriş,141.23,Sağlık,Eczane
2024,Şubat,11,2024-02-11,Alışveriş,240.67,Market,A101
2024,Şubat,10,2024-02-10,Restoran,281.56,Restoran,Sushi
2024,Şubat,15,2024-02-15,Sağlık,18.6,Eğlence,Konser
2024,Şubat,28,2024-02-28,Restoran,74.24,Eğlence,Sinema
2024,Şubat,20,2024-02-20,Sağlık,167.34,ATM,ATM Çekimi
2024,Şubat,13,2024-02-13,ATM Çekimi,314.8,Market,Şok
2024,Şubat,27,2024-02-27,Restoran,26.02,Eğlence,Konser
2024,Şubat,7,2024-02-07,ATM Çekimi,154.74,Restoran,Burger
2024,Şubat,7,2024-02-07,ATM Çekimi,2818.9,Sağlık,Doktor
2024,Şubat,11,2024-02-11,Sağlık,493.07,Restoran,Burger
2024,Şubat,12,2024-02-12,Sağlık,493.74,Restoran,Pasta
2024,Şubat,3,2024-02-03,Eğlence,346.41,Restoran,Sushi
2024,Şubat,23,2024-02-23,Alışveriş,323.24,Eğlence,Tiyatro
2024,Şubat,22,2024-02-22,Eğlence,158.51,Sağlık,Unusual Expense
2024,Şubat,11,2024-02-11,Eğlence,2216.93,Eğlence,Konser
2024,Şubat,26,2024-02-26,ATM Çekimi,267.26,Eğlence,Konser
2024,Şubat,23,2024-02-23,Restoran,2897.61,Sağlık,Eczane
2024,Şubat,10,2024-02-10,Restoran,74.73,ATM,ATM Çekimi
2024,Şubat,9,2024-02-09,Restoran,129.68,Sağlık,Doktor
2024,Şubat,23,2024-02-23,Sağlık,2005.35,Eğlence,Tiyatro
2024,Şubat,27,2024-02-27,Eğlence,475.72,Eğlence,Sinema
2024,Şubat,24,2024-02-24,Restoran,254.25,Sağlık,Doktor
2024,Şubat,9,2024-02-09,ATM Çekimi,254.42,Sağlık,Doktor
2024,Şubat,26,2024-02-26,ATM Çekimi,157.66,Restoran,Sushi
2024,Şubat,22,2024-02-22,ATM Çekimi,268.52,Market,A101
2024,Şubat,22,2024-02-22,Alışveriş,4964.76,Restoran,Pasta
2024,Şubat,23,2024-02-23,Restoran,275.78,Market,Şok
2024,Şubat,8,2024-02-08,Restoran,475.38,Eğlence,Sinema
2024,Şubat,23,2024-02-23,Alışveriş,156.87,Eğlence,Konser
2024,Şubat,7,2024-02-07,Sağlık,441.01,Restoran,Burger
2024,Şubat,22,2024-02-22,Sağlık,66.84,ATM,ATM Çekimi
2024,Şubat,8,2024-02-08,ATM Çekimi,85.77,Market,A101
2024,Şubat,11,2024-02-11,ATM Çekimi,343.13,ATM,ATM Çekimi
2024,Şubat,28,2024-02-28,Eğlence,481.46,Eğlence,Konser
2024,Şubat,2,2024-02-02,Alışveriş,3555.95,Market,Şok
2024,Şubat,16,2024-02-16,ATM Çekimi,279.97,ATM,ATM Çekimi
2024,Şubat,9,2024-02-09,Alışveriş,405.84,Eğlence,Konser
2024,Şubat,29,2024-02-29,Eğlence,150.44,Eğlence,Tiyatro
2024,Şubat,21,2024-02-21,Restoran,118.25,Eğlence,Tiyatro
2024,Şubat,3,2024-02-03,Eğlence,122.69,Eğlence,Sinema
2024,Şubat,26,2024-02-26,Sağlık,98.88,Sağlık,Eczane
2024,Şubat,15,2024-02-15,Sağlık,122.32,ATM,ATM Çekimi
2024,Şubat,18,2024-02-18,Alışveriş,353.77,Eğlence,Sinema
2024,Şubat,19,2024-02-19,Restoran,459.58,Restoran,Sushi
2024,Şubat,24,2024-02-24,Restoran,136.03,ATM,ATM Çekimi
2024,Şubat,18,2024-02-18,Restoran,304.94,Market,Metro
2024,Şubat,18,2024-02-18,Eğlence,278.57,Restoran,Pasta
2024,Şubat,16,2024-02-16,Sağlık,373.44,Eğlence,Konser
2024,Şubat,28,2024-02-28,ATM Çekimi,220.91,Eğlence,Sinema
2024,Şubat,11,2024-02-11,Eğlence,32.04,Sağlık,Doktor
2024,Şubat,24,2024-02-24,Eğlence,4401.67,Restoran,Pasta
2024,Şubat,25,2024-02-25,ATM Çekimi,253.18,Sağlık,Eczane
2024,Şubat,1,2024-02-01,Restoran,265.17,ATM,ATM Çekimi
2024,Şubat,5,2024-02-05,Restoran,369.45,Eğlence,Konser
2024,Şubat,20,2024-02-20,Eğlence,179.83,Sağlık,Eczane
2024,Şubat,6,2024-02-06,Eğlence,352.71,Eğlence,Konser
2024,Şubat,4,2024-02-04,Sağlık,2751.95,Restoran,Burger
2024,Şubat,2,2024-02-02,Alışveriş,241.56,Sağlık,Doktor
2024,Şubat,29,2024-02-29,Restoran,443.65,Eğlence,Unusual Expense
2024,Şubat,26,2024-02-26,Sağlık,430.57,ATM,ATM Çekimi
2024,Şubat,18,2024-02-18,ATM Çekimi,2319.54,Eğlence,Konser
2024,Şubat,1,2024-02-01,Restoran,109.08,ATM,ATM Çekimi
2024,Şubat,16,2024-02-16,Alışveriş,303.68,Market,Unusual Expense
2024,Şubat,8,2024-02-08,Alışveriş,211.04,Sağlık,Doktor
2024,Şubat,20,2024-02-20,Eğlence,154.76,Sağlık,Eczane
2024,Şubat,28,2024-02-28,ATM Çekimi,328.15,Market,Metro
2024,Şubat,24,2024-02-24,Alışveriş,57.06,Market,Metro
2024,Şubat,10,2024-02-10,ATM Çekimi,88.82,Restoran,Burger
2024,Şubat,27,2024-02-27,Alışveriş,410.33,ATM,ATM Çekimi
2024,Şubat,5,2024-02-05,ATM Çekimi,423.01,Restoran,Burger
2024,Şubat,27,2024-02-27,Eğlence,90.29,Eğlence,Sinema
2024,Şubat,22,2024-02-22,ATM Çekimi,46.85,Sağlık,Eczane
2024,Şubat,22,2024-02-22,Eğlence,4127.23,Restoran,Sushi
2024,Şubat,6,2024-02-06,ATM Çekimi,278.66,ATM,ATM Çekimi
2024,Şubat,26,2024-02-26,Eğlence,3562.9,Sağlık,Doktor
2024,Şubat,16,2024-02-16,Sağlık,367.6,Eğlence,Konser
2024,Şubat,23,2024-02-23,Sağlık,189.87,Market,A101
2024,Şubat,6,2024-02-06,ATM Çekimi,195.88,Sağlık,Doktor
2024,Şubat,26,2024-02-26,Eğlence,91.32,ATM,ATM Çekimi
2024,Şubat,4,2024-02-04,Restoran,380.22,Eğlence,Sinema
2024,Şubat,19,2024-02-19,Restoran,497.14,Restoran,Unusual Expense
2024,Şubat,16,2024-02-16,Sağlık,288.68,Restoran,Pasta
2024,Şubat,28,2024-02-28,Sağlık,1559.31,Restoran,Burger
2024,Şubat,1,2024-02-01,Restoran,65.44,Eğlence,Tiyatro
2024,Şubat,20,2024-02-20,Alışveriş,142.3,Restoran,Unusual Expense
2024,Şubat,1,2024-02-01,Restoran,452.11,Sağlık,Eczane
2024,Şubat,24,2024-02-24,Sağlık,101.67,Market,Unusual Expense
2024,Şubat,13,2024-02-13,Eğlence,261.44,ATM,ATM Çekimi
2024,Şubat,14,2024-02-14,ATM Çekimi,31.83,Sağlık,Eczane
2024,Şubat,6,2024-02-06,ATM Çekimi,3206.37,Restoran,Burger
2024,Şubat,25,2024-02-25,ATM Çekimi,189.49,Restoran,Sushi
2024,Şubat,14,2024-02-14,Alışveriş,2928.05,ATM,ATM Çekimi
2024,Şubat,26,2024-02-26,Restoran,207.15,Market,Metro
2024,Şubat,1,2024-02-01,ATM Çekimi,2053.62,Sağlık,Doktor
2024,Şubat,28,2024-02-28,Restoran,1282.78,Sağlık,Eczane
2024,Şubat,6,2024-02-06,Alışveriş,321.72,Market,Şok
2024,Şubat,13,2024-02-13,Eğlence,434.65,Market,Metro
2024,Şubat,15,2024-02-15,Restoran,235.93,ATM,ATM Çekimi
2024,Şubat,16,2024-02-16,Eğlence,325.97,Sağlık,Doktor
2024,Şubat,19,2024-02-19,Sağlık,392.3,Market,Unusual Expense
2024,Şubat,9,2024-02-09,Restoran,279.21,ATM,ATM Çekimi
2024,Şubat,5,2024-02-05,Sağlık,1951.6,ATM,ATM Çekimi
2024,Şubat,17,2024-02-17,Alışveriş,295.1,Eğlence,Sinema
2024,Şubat,11,2024-02-11,Sağlık,91.67,Sağlık,Eczane
2024,Şubat,11,2024-02-11,Alışveriş,4484.56,Market,Metro
2024,Şubat,14,2024-02-14,Eğlence,3573.49,Restoran,Unusual Expense
2024,Şubat,6,2024-02-06,ATM Çekimi,461.76,Sağlık,Unusual Expense
2024,Şubat,21,2024-02-21,Sağlık,405.4,ATM,ATM Çekimi
2024,Şubat,16,2024-02-16,Alışveriş,303.08,Market,Metro
2024,Şubat,13,2024-02-13,ATM Çekimi,1993.45,Restoran,Sushi
2024,Şubat,3,2024-02-03,Alışveriş,4946.32,Eğlence,Tiyatro
2024,Şubat,24,2024-02-24,Alışveriş,93.17,Restoran,Sushi
2024,Şubat,21,2024-02-21,Eğlence,478.64,Eğlence,Sinema
2024,Şubat,21,2024-02-21,Eğlence,172.84,Market,Unusual Expense
2024,Şubat,8,2024-02-08,ATM Çekimi,389.52,ATM,ATM Çekimi
2024,Şubat,2,2024-02-02,Eğlence,3233.38,Eğlence,Konser
2024,Şubat,26,2024-02-26,ATM Çekimi,413.71,Eğlence,Unusual Expense
2024,Şubat,11,2024-02-11,Eğlence,341.06,Sağlık,Eczane
2024,Şubat,28,2024-02-28,Sağlık,223.91,Eğlence,Konser
2024,Şubat,21,2024-02-21,Restoran,482.6,ATM,ATM Çekimi
2024,Şubat,2,2024-02-02,Eğlence,463.63,Restoran,Burger
2024,Şubat,24,2024-02-24,Sağlık,233.28,Eğlence,Sinema
2024,Şubat,18,2024-02-18,Eğlence,485.98,Sağlık,Eczane
2024,Şubat,1,2024-02-01,Eğlence,325.05,Market,A101
2024,Şubat,18,2024-02-18,Eğlence,3625.26,Market,Şok
2024,Şubat,4,2024-02-04,Alışveriş,4526.91,Eğlence,Konser
2024,Şubat,11,2024-02-11,Alışveriş,464.12,Sağlık,Eczane
2024,Şubat,22,2024-02-22,Restoran,1280.44,Restoran,Unusual Expense
2024,Şubat,9,2024-02-09,ATM Çekimi,4979.92,Sağlık,Doktor
2024,Şubat,6,2024-02-06,Eğlence,455.93,Eğlence,Sinema
2024,Şubat,16,2024-02-16,Eğlence,49.41,ATM,ATM Çekimi
2024,Şubat,17,2024-02-17,ATM Çekimi,1400.39,Restoran,Unusual Expense
2024,Şubat,6,2024-02-06,ATM Çekimi,118.41,Restoran,Unusual Expense
2024,Şubat,11,2024-02-11,Alışveriş,1329.49,ATM,ATM Çekimi
2024,Şubat,22,2024-02-22,ATM Çekimi,460.56,Eğlence,Konser
2024,Şubat,7,2024-02-07,Restoran,483.95,Market,A101
2024,Şubat,2,2024-02-02,Alışveriş,460.3,Restoran,Pasta
2024,Şubat,7,2024-02-07,Restoran,427.83,Market,Şok
2024,Şubat,8,2024-02-08,ATM Çekimi,116.13,Restoran,Burger
2024,Şubat,24,2024-02-24,Sağlık,1865.78,Eğlence,Tiyatro
2024,Şubat,17,2024-02-17,Sağlık,4164.78,Sağlık,Eczane
2024,Şubat,24,2024-02-24,Sağlık,474.87,Eğlence,Konser
2024,Şubat,1,2024-02-01,Sağlık,289.69,ATM,ATM Çekimi
2024,Şubat,12,2024-02-12,ATM Çekimi,164.74,ATM,ATM Çekimi
2024,Şubat,29,2024-02-29,Sağlık,187.01,Market,Metro
2024,Şubat,18,2024-02-18,Alışveriş,152.51,Eğlence,Tiyatro
2024,Şubat,4,2024-02-04,Sağlık,428.49,Eğlence,Unusual Expense
2024,Şubat,26,2024-02-26,Restoran,4289.89,Restoran,Pasta
2024,Şubat,22,2024-02-22,ATM Çekimi,368.01,Sağlık,Doktor
2024,Şubat,1,2024-02-01,Eğlence,3316.65,Market,Şok
2024,Şubat,22,2024-02-22,Alışveriş,407.94,Market,A101
2024,Şubat,8,2024-02-08,Eğlence,183.59,Restoran,Burger
2024,Şubat,14,2024-02-14,Restoran,176.69,Market,Metro
2024,Şubat,19,2024-02-19,Sağlık,340.74,ATM,ATM Çekimi
2024,Şubat,5,2024-02-05,Alışveriş,2081.88,Restoran,Burger
2024,Şubat,13,2024-02-13,Sağlık,250.42,ATM,ATM Çekimi
2024,Şubat,4,2024-02-04,Alışveriş,2388.65,Restoran,Pasta
2024,Şubat,29,2024-02-29,Sağlık,2752.6,Eğlence,Tiyatro
2024,Şubat,20,2024-02-20,Sağlık,306.66,Eğlence,Unusual Expense
2024,Şubat,27,2024-02-27,ATM Çekimi,203.92,Eğlence,Sinema
2024,Şubat,11,2024-02-11,Restoran,3271.68,Eğlence,Sinema
2024,Şubat,16,2024-02-16,ATM Çekimi,242.96,Restoran,Sushi
2024,Şubat,21,2024-02-21,ATM Çekimi,377.72,Restoran,Pasta
2024,Şubat,21,2024-02-21,Sağlık,484.78,ATM,ATM Çekimi
2024,Şubat,21,2024-02-21,Restoran,96.85,Market,Metro
