Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024-01-23,Restoran,151.12,Restoran,Kebapçı
2024-01-26,Ulaşım,400.63,Market,Carrefour
2024-01-04,Restoran,149.85,Restoran,Cafe
2024-01-04,Ulaşım,102.22,Fatura Ödemesi,Elektrik
2024-01-17,Ulaşım,277.25,Restoran,Cafe
2024-01-30,Ulaşım,321.56,Ulaşım,Tren
2024-01-03,Ulaşım,285.04,ATM,ATM Çekimi
2024-01-23,ATM Çekimi,202.09,ATM,ATM Çekimi
2024-01-14,ATM Çekimi,442.02,Ulaşım,Taksi
2024-01-25,ATM Çekimi,49.41,ATM,ATM Çekimi
2024-01-07,Alışveriş,299.14,Fatura Ödemesi,Elektrik
2024-01-22,Ulaşım,178.88,Fatura Ödemesi,Su
2024-01-15,Alışveriş,78.14,Restoran,Kebapçı
2024-01-31,Restoran,312.75,Ulaşım,Otobüs
2024-01-12,Restoran,468.55,Fatura Ödemesi,Elektrik
2024-01-14,Restoran,33.08,Ulaşım,Otobüs
2024-01-26,ATM Çekimi,29.97,ATM,ATM Çekimi
2024-01-12,Ulaşım,215.88,Ulaşım,Tren
2024-01-12,Alışveriş,284.43,ATM,ATM Çekimi
2024-01-24,Restoran,107.02,Fatura Ödemesi,Elektrik
2024-01-07,Restoran,173.6,Market,BIM
2024-01-24,Fatura Ödemesi,120.72,Fatura Ödemesi,Elektrik
2024-01-03,Ulaşım,332.4,Fatura Ödemesi,İnternet
2024-01-05,ATM Çekimi,278.72,Market,Migros
2024-01-13,Ulaşım,200.73,Restoran,Pizza
2024-01-17,ATM Çekimi,73.69,Fatura Ödemesi,Elektrik
2024-01-29,ATM Çekimi,492.06,ATM,ATM Çekimi
2024-01-07,Fatura Ödemesi,481.02,Restoran,Cafe
2024-01-23,Alışveriş,200.78,ATM,ATM Çekimi
2024-01-29,ATM Çekimi,423.93,Ulaşım,Otobüs
2024-01-23,Restoran,130.33,Market,BIM
2024-01-28,Fatura Ödemesi,487.31,ATM,ATM Çekimi
2024-01-05,Ulaşım,54.47,ATM,ATM Çekimi
2024-01-12,ATM Çekimi,263.86,ATM,ATM Çekimi
2024-01-03,Restoran,205.21,Restoran,Pizza
2024-01-18,ATM Çekimi,390.43,Market,Carrefour
2024-01-14,Ulaşım,275.54,Restoran,Kebapçı
2024-01-02,Restoran,268.66,Ulaşım,Otobüs
2024-01-04,ATM Çekimi,226.66,Market,Migros
2024-01-10,Alışveriş,469.07,Market,Migros
2024-01-07,Fatura Ödemesi,287.36,Market,BIM
2024-01-05,ATM Çekimi,147.66,Fatura Ödemesi,Elektrik
2024-01-11,Ulaşım,499.86,ATM,ATM Çekimi
2024-01-30,Alışveriş,381.58,Ulaşım,Tren
2024-01-05,Ulaşım,496.78,Market,Migros
2024-01-31,Alışveriş,384.16,Ulaşım,Otobüs
2024-02-06,Alışveriş,471.42,Restoran,Pasta
2024-02-05,Sağlık,136.02,Market,Unusual Expense
2024-02-02,Sağlık,405.54,Eğlence,Unusual Expense
2024-02-06,Sağlık,2568.99,Eğlence,Tiyatro
2024-02-06,Alışveriş,118.91,ATM,ATM Çekimi
2024-02-12,ATM Çekimi,35.31,Restoran,Burger
2024-02-17,Restoran,17.98,ATM,ATM Çekimi
2024-02-10,Alışveriş,29.81,Eğlence,Unusual Expense
2024-02-01,Sağlık,313.74,Eğlence,Sinema
2024-02-09,Alışveriş,310.17,Market,Metro
2024-02-29,Restoran,321.69,Sağlık,Eczane
2024-02-04,Alışveriş,50.34,Eğlence,Unusual Expense
2024-02-17,Alışveriş,408.77,Restoran,Sushi
2024-02-09,Sağlık,213.34,ATM,Unusual Expense
2024-02-25,Eğlence,325.45,Market,A101
2024-02-26,ATM Çekimi,2499.39,Restoran,Burger
2024-02-27,Alışveriş,235.24,Sağlık,Eczane
2024-02-24,Sağlık,374.82,ATM,ATM Çekimi
2024-02-13,ATM Çekimi,42.44,Sağlık,Doktor
2024-02-24,Restoran,66.33,Eğlence,Sinema
2024-02-20,Eğlence,2877.64,Eğlence,Konser
2024-02-09,ATM Çekimi,204.07,Restoran,Sushi
2024-02-14,Alışveriş,421.42,Market,A101
2024-02-18,Eğlence,223.51,Restoran,Burger
2024-02-12,ATM Çekimi,353.03,Restoran,Burger
2024-02-20,Sağlık,109.61,Sağlık,Doktor
2024-02-22,Sağlık,123.11,Market,Şok
2024-02-27,Alışveriş,40.53,Sağlık,Doktor
2024-02-11,Eğlence,93.18,Restoran,Pasta
2024-02-22,Restoran,246.24,Eğlence,Tiyatro
2024-02-23,Eğlence,442.29,Sağlık,Doktor
2024-02-14,Alışveriş,17.96,ATM,Unusual Expense
2024-02-18,Sağlık,281.99,Market,Metro
2024-02-22,Alışveriş,95.69,Eğlence,Tiyatro
2024-02-25,Sağlık,200.77,Restoran,Burger
2024-02-13,Alışveriş,251.91,Market,Şok
2024-02-26,Eğlence,197.9,Restoran,Sushi
2024-02-22,Alışveriş,162.14,Sağlık,Doktor
2024-02-06,ATM Çekimi,425.9,Restoran,Sushi
2024-02-06,Alışveriş,135.6,Restoran,Sushi
2024-02-22,Restoran,375.62,Restoran,Sushi
2024-02-14,Eğlence,32.22,Market,Şok
2024-02-06,Restoran,39.79,Eğlence,Konser
2024-02-02,Alışveriş,106.39,Eğlence,Tiyatro
2024-02-29,Restoran,292.34,Restoran,Sushi
2024-02-23,Restoran,162.7,Market,A101
2024-02-20,Restoran,4967.51,Eğlence,Konser
2024-02-15,Restoran,3559.41,Sağlık,Eczane
2024-02-25,Sağlık,4225.07,Eğlence,Konser
2024-02-20,Eğlence,308.48,Market,Unusual Expense
2024-02-14,Alışveriş,223.16,Eğlence,Konser
2024-02-02,Eğlence,55.82,Eğlence,Tiyatro
2024-02-21,ATM Çekimi,452.7,Eğlence,Tiyatro
2024-02-27,Alışveriş,452.58,Restoran,Sushi
2024-02-04,Restoran,343.67,Eğlence,Sinema
2024-02-06,Alışveriş,469.0,Market,A101
2024-02-27,Alışveriş,4901.15,Restoran,Pasta
2024-02-15,ATM Çekimi,498.1,ATM,Unusual Expense
2024-02-03,Eğlence,1003.06,Restoran,Burger
2024-02-29,Alışveriş,245.57,Eğlence,Unusual Expense
2024-02-03,Alışveriş,236.99,Sağlık,Unusual Expense
2024-02-06,Eğlence,23.59,Eğlence,Sinema
2024-02-29,Sağlık,1807.77,Market,A101
2024-02-02,Alışveriş,143.82,Market,Şok
2024-02-05,Alışveriş,225.79,Market,A101
2024-02-06,Restoran,31.16,Restoran,Burger
2024-02-13,ATM Çekimi,123.38,Restoran,Pasta
2024-02-21,Alışveriş,348.43,Eğlence,Tiyatro
2024-02-21,Sağlık,163.61,Eğlence,Tiyatro
2024-02-29,Alışveriş,3019.17,ATM,ATM Çekimi
2024-02-29,Restoran,90.71,Sağlık,Unusual Expense
2024-02-12,Restoran,2517.6,Market,A101
2024-02-15,Alışveriş,248.26,Market,Şok
2024-02-10,ATM Çekimi,366.42,Eğlence,Sinema
2024-02-09,Sağlık,298.17,Eğlence,Unusual Expense
2024-02-04,Eğlence,3979.07,ATM,ATM Çekimi
2024-02-27,Sağlık,291.89,Market,A101
2024-02-03,Eğlence,435.31,ATM,Unusual Expense
2024-02-14,Alışveriş,292.43,Sağlık,Eczane
2024-02-12,Sağlık,1419.07,ATM,ATM Çekimi
2024-02-07,Eğlence,191.17,Eğlence,Unusual Expense
2024-02-03,Alışveriş,156.0,Restoran,Pasta
2024-02-23,ATM Çekimi,3734.52,ATM,ATM Çekimi
2024-02-27,Eğlence,235.85,Eğlence,Sinema
2024-02-02,Alışveriş,4755.7,Sağlık,Doktor
2024-02-23,Restoran,31.57,Sağlık,Doktor
2024-02-21,Restoran,4222.55,Restoran,Sushi
2024-02-08,Sağlık,2024.56,Eğlence,Sinema
2024-02-23,Eğlence,96.37,Market,Şok
2024-02-17,Alışveriş,240.24,ATM,ATM Çekimi
2024-02-29,Sağlık,398.42,ATM,ATM Çekimi
2024-02-11,ATM Çekimi,1474.87,Restoran,Burger
2024-02-15,Eğlence,269.57,Sağlık,Eczane
2024-02-15,Alışveriş,156.37,Sağlık,Doktor
2024-02-16,Restoran,98.33,Restoran,Pasta
2024-02-21,Sağlık,449.19,Restoran,Pasta
2024-02-22,Alışveriş,488.8,Eğlence,Konser
2024-02-03,ATM Çekimi,377.1,Sağlık,Eczane
2024-02-21,Eğlence,429.28,ATM,ATM Çekimi
2024-02-29,ATM Çekimi,3374.94,Market,Unusual Expense
2024-02-10,Sağlık,260.9,Market,Metro
2024-02-26,ATM Çekimi,140.62,Restoran,Sushi
2024-02-28,Alışveriş,268.96,Sağlık,Eczane
2024-02-02,ATM Çekimi,350.74,Eğlence,Unusual Expense
2024-02-15,Restoran,126.44,Market,Metro
2024-02-05,Sağlık,25.23,Restoran,Pasta
2024-02-07,Sağlık,406.66,Market,A101
2024-02-10,Alışveriş,231.04,Restoran,Unusual Expense
2024-02-11,Eğlence,405.96,Eğlence,Tiyatro
2024-02-07,Alışveriş,2732.55,Eğlence,Sinema
2024-02-19,Eğlence,389.87,Restoran,Sushi
2024-02-16,Sağlık,2108.45,Eğlence,Sinema
2024-02-11,Alışveriş,328.09,Market,Metro
2024-02-14,Sağlık,76.07,ATM,ATM Çekimi
2024-02-26,Alışveriş,18.85,Market,A101
2024-02-25,Eğlence,62.34,Market,Metro
2024-02-08,Eğlence,104.59,Restoran,Burger
2024-02-24,Restoran,1745.07,Eğlence,Sinema
2024-02-04,Alışveriş,244.45,ATM,ATM Çekimi
2024-02-18,ATM Çekimi,146.77,Market,Unusual Expense
2024-02-13,Eğlence,152.61,Eğlence,Unusual Expense
2024-02-03,ATM Çekimi,10.9,Restoran,Burger
2024-02-09,ATM Çekimi,123.08,Market,Şok
2024-02-29,Eğlence,410.01,ATM,ATM Çekimi
2024-02-03,ATM Çekimi,3469.31,Restoran,Burger
2024-02-28,Alışveriş,2137.15,Restoran,Unusual Expense
2024-02-18,Eğlence,170.77,Eğlence,Sinema
2024-02-23,Alışveriş,4370.38,Restoran,Unusual Expense
2024-02-21,Restoran,453.84,Eğlence,Sinema
2024-02-25,Sağlık,436.02,ATM,ATM Çekimi
2024-02-22,ATM Çekimi,65.25,Eğlence,Tiyatro
2024-02-23,Restoran,280.81,ATM,ATM Çekimi
2024-02-07,ATM Çekimi,19.19,ATM,ATM Çekimi
2024-02-05,Alışveriş,2777.72,Sağlık,Doktor
2024-02-16,Restoran,126.56,Market,Şok
2024-02-16,Restoran,395.59,Sağlık,Eczane
2024-02-25,ATM Çekimi,4891.68,ATM,ATM Çekimi
2024-02-22,Restoran,451.5,Sağlık,Eczane
2024-02-17,ATM Çekimi,242.75,Restoran,Burger
2024-02-03,Alışveriş,367.46,Sağlık,Doktor
2024-02-21,Eğlence,4574.63,ATM,Unusual Expense
2024-02-13,Eğlence,107.7,Sağlık,Eczane
2024-02-17,Alışveriş,243.52,Restoran,Burger
2024-02-17,Restoran,3636.37,Sağlık,Doktor
2024-02-01,Restoran,290.4,ATM,ATM Çekimi
2024-02-03,Alışveriş,410.21,Eğlence,Tiyatro
2024-02-25,Alışveriş,212.26,ATM,ATM Çekimi
2024-02-14,Restoran,480.39,ATM,ATM Çekimi
2024-02-02,Restoran,427.98,ATM,ATM Çekimi
2024-02-23,Alışveriş,85.5,Eğlence,Sinema
2024-02-26,Eğlence,3107.75,Market,A101
2024-02-12,ATM Çekimi,259.34,ATM,ATM Çekimi
2024-02-22,Sağlık,93.86,Restoran,Pasta
2024-02-28,Sağlık,133.05,Sağlık,Doktor
2024-02-18,Sağlık,187.33,Sağlık,Doktor
2024-02-05,ATM Çekimi,489.46,Market,Şok
2024-02-25,Restoran,363.1,ATM,ATM Çekimi
2024-02-13,Eğlence,494.9,Eğlence,Sinema
2024-02-22,Eğlence,496.2,Sağlık,Doktor
2024-02-03,Alışveriş,429.6,Market,A101
2024-02-18,Eğlence,2951.84,Sağlık,Eczane
2024-02-10,Alışveriş,2982.61,Sağlık,Eczane
2024-02-18,Restoran,254.13,Restoran,Pasta
2024-02-16,Sağlık,128.01,Eğlence,Tiyatro
2024-02-12,ATM Çekimi,2991.47,Eğlence,Sinema
2024-02-14,Sağlık,102.25,Eğlence,Konser
2024-02-17,Alışveriş,48.5,ATM,ATM Çekimi
2024-02-07,Alışveriş,171.96,Restoran,Pasta
2024-02-11,Alışveriş,160.19,Eğlence,Unusual Expense
2024-02-13,Sağlık,275.64,Eğlence,Konser
2024-02-09,Alışveriş,1562.02,ATM,ATM Çekimi
2024-02-15,Restoran,4758.87,Eğlence,Unusual Expense
2024-02-11,ATM Çekimi,433.55,Sağlık,Doktor
2024-02-12,Restoran,261.93,ATM,ATM Çekimi
2024-02-10,Alışveriş,445.39,ATM,ATM Çekimi
2024-02-17,Alışveriş,50.06,ATM,ATM Çekimi
2024-02-07,ATM Çekimi,183.51,Market,Şok
2024-02-10,ATM Çekimi,319.79,Restoran,Burger
2024-02-10,Alışveriş,68.94,Eğlence,Sinema
2024-02-06,Alışveriş,432.6,Market,Unusual Expense
2024-02-24,Restoran,388.0,Market,Unusual Expense
2024-02-12,Alışveriş,2420.85,ATM,ATM Çekimi
2024-02-09,Eğlence,77.47,Restoran,Unusual Expense
2024-02-08,Eğlence,277.52,Restoran,Sushi
2024-02-23,ATM Çekimi,4016.42,Sağlık,Doktor
2024-02-20,ATM Çekimi,340.24,Restoran,Unusual Expense
2024-02-18,ATM Çekimi,1291.24,Restoran,Sushi
2024-02-08,Alışveriş,350.66,Restoran,Sushi
2024-02-22,ATM Çekimi,247.8,Sağlık,Eczane
2024-02-12,Restoran,4238.57,Sağlık,Doktor
2024-02-23,Sağlık,426.78,Eğlence,Sinema
2024-02-24,Eğlence,154.29,ATM,Unusual Expense
2024-02-21,Sağlık,1069.03,ATM,ATM Çekimi
2024-02-20,Eğlence,229.62,Market,A101
2024-02-24,Eğlence,1039.64,Eğlence,Konser
2024-02-22,Alışveriş,47.39,Sağlık,Doktor
2024-02-25,Restoran,236.06,Sağlık,Eczane
2024-02-05,Eğlence,200.11,ATM,ATM Çekimi
2024-02-10,ATM Çekimi,184.56,Market,Metro
2024-02-06,Sağlık,425.17,Eğlence,Konser
2024-02-27,Restoran,3920.98,Eğlence,Sinema
2024-02-29,Eğlence,109.11,Sağlık,Doktor
2024-02-18,Restoran,414.31,ATM,ATM Çekimi
2024-02-11,ATM Çekimi,383.82,ATM,ATM Çekimi
2024-02-24,Restoran,219.61,ATM,ATM Çekimi
2024-02-23,Restoran,206.86,Restoran,Burger
2024-02-06,Eğlence,230.61,Eğlence,Konser
2024-02-28,Alışveriş,276.97,Eğlence,Tiyatro
2024-02-17,Eğlence,179.62,Eğlence,Tiyatro
2024-02-10,Alışveriş,184.32,Market,Şok
2024-02-13,Alışveriş,232.68,ATM,ATM Çekimi
2024-02-01,Restoran,435.96,Restoran,Burger
2024-02-19,Restoran,342.18,Market,Şok
2024-02-23,Alışveriş,457.64,ATM,ATM Çekimi
2024-02-29,ATM Çekimi,92.02,ATM,ATM Çekimi
2024-02-15,Eğlence,476.37,ATM,ATM Çekimi
2024-02-27,Restoran,121.58,Eğlence,Sinema
2024-02-25,Restoran,416.81,Eğlence,Sinema
2024-02-17,ATM Çekimi,89.78,Eğlence,Tiyatro
2024-02-26,Restoran,269.22,Sağlık,Unusual Expense
2024-02-18,ATM Çekimi,438.35,Market,A101
2024-02-16,Restoran,379.28,Market,Şok
2024-02-21,Alışveriş,343.33,Market,Şok
2024-02-02,Alışveriş,352.5,Market,A101
2024-02-07,Eğlence,91.57,Sağlık,Doktor
2024-02-03,ATM Çekimi,432.14,Restoran,Sushi
2024-02-10,Sağlık,98.59,Sağlık,Doktor
2024-02-18,ATM Çekimi,1776.46,Restoran,Sushi
2024-02-27,Eğlence,47.32,ATM,ATM Çekimi
2024-02-28,Eğlence,261.28,Market,Metro
2024-02-26,Sağlık,430.74,Sağlık,Eczane
2024-02-10,Eğlence,145.17,Market,Unusual Expense
2024-02-16,ATM Çekimi,4087.37,Market,A101
2024-02-01,Alışveriş,421.73,Market,A101
2024-02-14,Eğlence,408.3,Sağlık,Eczane
2024-02-18,ATM Çekimi,1526.02,Restoran,Sushi
2024-02-13,Restoran,56.54,Eğlence,Konser
2024-02-27,Restoran,355.63,Eğlence,Unusual Expense
2024-02-08,Restoran,3065.71,Restoran,Pasta
2024-02-29,Sağlık,427.37,ATM,ATM Çekimi
2024-02-04,Restoran,274.76,ATM,ATM Çekimi
2024-02-26,Eğlence,69.0,Sağlık,Doktor
2024-02-12,Sağlık,406.43,Market,Unusual Expense
2024-02-04,ATM Çekimi,4287.06,Market,Şok
2024-02-14,ATM Çekimi,221.07,Restoran,Sushi
2024-02-17,ATM Çekimi,82.19,Eğlence,Konser
2024-02-02,Restoran,356.11,Market,Metro
2024-02-12,Sağlık,459.83,ATM,ATM Çekimi
2024-02-24,Restoran,58.38,Sağlık,Doktor
2024-02-11,Restoran,315.04,Market,Şok
2024-02-26,ATM Çekimi,79.95,ATM,ATM Çekimi
2024-02-07,Restoran,434.21,Restoran,Sushi
2024-02-20,Sağlık,14.47,Sağlık,Doktor
2024-02-06,Sağlık,327.95,Sağlık,Doktor
2024-02-20,ATM Çekimi,2413.02,ATM,ATM Çekimi
2024-02-20,Alışveriş,108.01,Market,Unusual Expense
2024-02-15,Eğlence,239.46,Sağlık,Eczane
2024-02-09,ATM Çekimi,57.53,Sağlık,Doktor
2024-02-12,Restoran,4464.12,Eğlence,Sinema
2024-02-13,Restoran,294.99,Sağlık,Unusual Expense
2024-02-03,ATM Çekimi,181.98,Restoran,Burger
2024-02-15,Restoran,406.87,Market,A101
2024-02-11,Restoran,4415.13,Sağlık,Unusual Expense
2024-02-06,Restoran,314.77,Sağlık,Eczane
2024-02-14,Eğlence,249.11,ATM,ATM Çekimi
2024-02-03,Sağlık,230.89,Restoran,Burger
2024-02-03,Alışveriş,105.16,Eğlence,Unusual Expense
2024-02-02,Alışveriş,118.62,Restoran,Pasta
2024-02-09,Restoran,295.26,Restoran,Pasta
2024-02-06,Sağlık,421.84,Sağlık,Doktor
2024-02-04,Alışveriş,322.63,Restoran,Burger
2024-02-03,ATM Çekimi,222.66,Sağlık,Doktor
2024-02-14,Eğlence,167.56,ATM,ATM Çekimi
2024-02-29,ATM Çekimi,65.84,Restoran,Sushi
2024-02-02,Alışveriş,161.41,Market,Metro
2024-02-05,ATM Çekimi,445.75,Sağlık,Doktor
2024-02-15,Sağlık,256.02,Restoran,Sushi
2024-02-25,Eğlence,2500.22,Eğlence,Sinema
2024-02-07,Eğlence,454.87,Market,Şok
2024-02-27,Restoran,124.16,Restoran,Pasta
2024-02-11,Sağlık,1981.21,Market,Metro
2024-02-01,Restoran,2231.63,Market,A101
2024-02-15,Sağlık,236.02,Eğlence,Konser
2024-02-22,Eğlence,121.68,ATM,Unusual Expense
2024-02-01,Sağlık,4898.84,Sağlık,Doktor
2024-02-27,Restoran,1761.9,Sağlık,Doktor
2024-02-24,Eğlence,138.38,Market,A101
2024-02-22,Sağlık,497.62,ATM,ATM Çekimi
2024-02-25,Alışveriş,1795.81,Eğlence,Sinema
2024-02-05,ATM Çekimi,24.43,Eğlence,Sinema
2024-02-01,ATM Çekimi,160.34,Market,Unusual Expense
2024-02-19,ATM Çekimi,416.59,ATM,ATM Çekimi
2024-02-19,Eğlence,241.92,Eğlence,Tiyatro
2024-02-02,Sağlık,340.12,Eğlence,Sinema
2024-02-28,Eğlence,439.08,Market,Şok
2024-02-27,Alışveriş,247.39,Sağlık,Eczane
2024-02-13,ATM Çekimi,363.57,Sağlık,Eczane
2024-02-04,Eğlence,342.48,Sağlık,Eczane
2024-02-27,ATM Çekimi,402.89,ATM,ATM Çekimi
2024-02-25,Eğlence,315.92,Eğlence,Tiyatro
2024-03-03,Alışveriş,366.44,Giyim,Zara
2024-03-09,Fatura Ödemesi,274.98,Seyahat,Uçak
2024-03-06,Fatura Ödemesi,288.46,Kafe,Starbucks
2024-03-02,Seyahat,70.27,ATM,ATM Çekimi
2024-03-20,Kafe,335.89,Fatura Ödemesi,Elektrik
2024-03-26,Alışveriş,275.53,Giyim,H&M
2024-03-06,ATM Çekimi,293.94,Giyim,LC Waikiki
2024-03-29,Alışveriş,231.25,ATM,ATM Çekimi
2024-03-12,Kafe,229.14,Fatura Ödemesi,Su
2024-03-01,Kafe,22.12,Giyim,LC Waikiki
2024-03-29,Fatura Ödemesi,404.04,Fatura Ödemesi,Elektrik
2024-03-31,Alışveriş,274.64,Seyahat,Otobüs
2024-03-16,ATM Çekimi,320.23,ATM,ATM Çekimi
2024-03-27,Seyahat,131.97,Seyahat,Tren
2024-03-03,Alışveriş,402.99,ATM,ATM Çekimi
2024-03-24,Kafe,16.96,Seyahat,Tren
2024-03-12,Kafe,281.5,Kafe,Starbucks
2024-03-27,Seyahat,18.16,Seyahat,Uçak
2024-03-11,Alışveriş,396.56,Kafe,Starbucks
2024-03-06,Seyahat,468.03,ATM,ATM Çekimi
2024-03-07,Kafe,99.86,ATM,ATM Çekimi
2024-03-19,Fatura Ödemesi,493.35,Kafe,Gloria Jeans
2024-03-04,Seyahat,490.12,Giyim,LC Waikiki
2024-03-21,Kafe,395.25,Fatura Ödemesi,Su
2024-03-26,Kafe,498.13,Giyim,Zara
2024-03-26,Fatura Ödemesi,454.53,ATM,ATM Çekimi
2024-03-05,Seyahat,197.02,Fatura Ödemesi,Elektrik
2024-03-15,Kafe,299.24,Kafe,Gloria Jeans
2024-03-01,Alışveriş,236.58,Seyahat,Tren
2024-03-10,ATM Çekimi,131.43,Seyahat,Tren
2024-03-04,Fatura Ödemesi,301.39,Seyahat,Uçak
2024-03-08,ATM Çekimi,233.83,Kafe,Kahve Dünyası
2024-03-20,ATM Çekimi,199.08,ATM,ATM Çekimi
2024-03-19,ATM Çekimi,171.21,Seyahat,Otobüs
2024-03-21,Alışveriş,113.26,Kafe,Starbucks
2024-03-14,ATM Çekimi,325.75,Kafe,Starbucks
2024-03-24,Seyahat,476.94,Giyim,H&M
2024-03-17,Seyahat,467.98,Seyahat,Tren
2024-03-26,ATM Çekimi,478.94,Fatura Ödemesi,Elektrik
2024-03-19,Seyahat,47.02,ATM,ATM Çekimi
2024-03-21,Alışveriş,20.06,Seyahat,Otobüs
2024-03-23,Seyahat,30.13,Giyim,LC Waikiki
2024-03-18,Seyahat,265.25,Giyim,LC Waikiki
2024-03-13,Kafe,79.76,Fatura Ödemesi,Su
2024-03-26,Fatura Ödemesi,317.57,ATM,ATM Çekimi
2024-03-05,Kafe,489.08,Giyim,LC Waikiki
2024-03-01,ATM Çekimi,262.44,Giyim,H&M
2024-03-23,Alışveriş,213.02,Fatura Ödemesi,Su
2024-03-28,Fatura Ödemesi,35.16,Giyim,LC Waikiki
2024-03-16,Alışveriş,183.08,Fatura Ödemesi,Elektrik
2024-03-17,ATM Çekimi,24.43,Giyim,H&M
2024-03-08,Kafe,121.57,Kafe,Starbucks
2024-03-02,Kafe,125.82,Kafe,Starbucks
2024-03-24,Kafe,250.0,ATM,ATM Çekimi
2024-03-13,Fatura Ödemesi,321.85,Seyahat,Tren
2024-03-04,Kafe,293.66,Fatura Ödemesi,Doğalgaz
2024-03-07,Alışveriş,363.33,Fatura Ödemesi,Su
2024-03-06,Fatura Ödemesi,498.2,Seyahat,Uçak
2024-03-29,Kafe,47.1,Seyahat,Tren
2024-03-23,Kafe,235.42,Giyim,H&M
2024-03-17,Seyahat,80.88,Kafe,Starbucks
2024-03-04,Kafe,456.86,Kafe,Starbucks
2024-03-12,ATM Çekimi,499.44,Giyim,Zara
2024-03-07,Fatura Ödemesi,77.51,Fatura Ödemesi,Su
2024-03-29,Alışveriş,292.98,Seyahat,Otobüs
2024-03-31,Kafe,367.81,Giyim,H&M
2024-03-04,Kafe,444.01,ATM,ATM Çekimi
2024-03-04,Seyahat,195.09,Giyim,Zara
2024-03-15,ATM Çekimi,381.19,ATM,ATM Çekimi
2024-03-22,Fatura Ödemesi,498.43,Giyim,LC Waikiki
2024-03-15,Seyahat,237.59,Fatura Ödemesi,Doğalgaz
2024-03-17,Seyahat,353.11,Seyahat,Uçak
2024-03-02,Seyahat,144.16,Kafe,Kahve Dünyası
2024-03-20,Seyahat,89.34,Fatura Ödemesi,Elektrik
2024-03-08,Alışveriş,241.51,Fatura Ödemesi,Su
2024-03-10,Kafe,473.32,Kafe,Starbucks
2024-03-27,Alışveriş,496.76,ATM,ATM Çekimi
2024-03-29,Kafe,98.03,Giyim,LC Waikiki
2024-03-01,Seyahat,490.12,ATM,ATM Çekimi
2024-03-15,Kafe,256.07,Seyahat,Otobüs
2024-03-15,ATM Çekimi,468.79,Giyim,Zara
2024-03-19,Alışveriş,306.46,ATM,ATM Çekimi
2024-03-23,Seyahat,200.3,ATM,ATM Çekimi
2024-03-08,Alışveriş,314.41,Kafe,Kahve Dünyası
2024-03-06,Kafe,73.1,ATM,ATM Çekimi
2024-03-06,Kafe,220.07,ATM,ATM Çekimi
2024-03-18,Seyahat,318.08,ATM,ATM Çekimi
2024-03-01,Kafe,216.8,Fatura Ödemesi,Doğalgaz
2024-03-01,Alışveriş,290.6,Kafe,Starbucks
2024-03-23,Seyahat,166.47,Giyim,Zara
2024-03-11,Kafe,131.91,Fatura Ödemesi,Su
2024-03-31,Fatura Ödemesi,416.12,ATM,ATM Çekimi
2024-03-29,ATM Çekimi,426.5,Giyim,H&M
2024-03-24,ATM Çekimi,241.37,Fatura Ödemesi,Su
2024-03-29,Alışveriş,168.34,Kafe,Kahve Dünyası
2024-03-16,Fatura Ödemesi,147.85,Giyim,Zara
2024-03-04,ATM Çekimi,191.57,Giyim,LC Waikiki
2024-03-18,Fatura Ödemesi,418.25,Fatura Ödemesi,Elektrik
2024-03-09,Kafe,375.96,Giyim,Zara
2024-03-10,Alışveriş,306.87,Seyahat,Otobüs
2024-03-12,Seyahat,486.97,Seyahat,Uçak
2024-03-26,Fatura Ödemesi,222.05,Giyim,Zara
2024-03-17,Alışveriş,294.25,Fatura Ödemesi,Elektrik
2024-03-12,ATM Çekimi,189.5,ATM,ATM Çekimi
2024-03-08,Fatura Ödemesi,151.42,Seyahat,Uçak
2024-03-24,Seyahat,222.16,Kafe,Starbucks
2024-03-12,ATM Çekimi,437.53,Kafe,Gloria Jeans
2024-03-27,Seyahat,151.38,Giyim,LC Waikiki
2024-03-22,Fatura Ödemesi,414.82,ATM,ATM Çekimi
2024-03-15,Alışveriş,233.92,Kafe,Gloria Jeans
2024-03-18,Fatura Ödemesi,255.97,Giyim,Zara
2024-03-17,ATM Çekimi,456.76,Giyim,H&M
2024-03-10,Seyahat,285.64,ATM,ATM Çekimi
2024-03-30,Kafe,265.72,ATM,ATM Çekimi
2024-03-27,Seyahat,305.46,Kafe,Gloria Jeans
2024-03-20,Kafe,265.96,Fatura Ödemesi,Doğalgaz
2024-03-03,Alışveriş,407.15,Kafe,Gloria Jeans
2024-03-24,Fatura Ödemesi,277.2,Giyim,H&M
2024-03-14,Alışveriş,182.26,Seyahat,Tren
2024-03-09,Seyahat,402.85,Fatura Ödemesi,Elektrik
2024-03-18,Alışveriş,203.25,Giyim,Zara
2024-03-11,Alışveriş,62.74,Giyim,LC Waikiki
2024-03-11,Alışveriş,74.6,Kafe,Starbucks
2024-03-30,Seyahat,202.13,ATM,ATM Çekimi
2024-03-30,ATM Çekimi,164.11,Seyahat,Uçak
2024-03-01,ATM Çekimi,217.05,ATM,ATM Çekimi
2024-03-07,Fatura Ödemesi,161.13,Fatura Ödemesi,Elektrik
2024-03-04,ATM Çekimi,445.67,Fatura Ödemesi,Su
2024-03-27,Fatura Ödemesi,154.08,Giyim,H&M
2024-03-22,Alışveriş,72.83,Seyahat,Tren
