Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024-01-01,Ulaşım,223.05,Fatura Ödemesi,Elektrik
2024-01-03,Alışveriş,231.84,ATM,ATM Çekimi
2024-01-14,Fatura Ödemesi,172.9,Restoran,Kebapçı
2024-01-07,ATM Çekimi,355.07,Fatura Ödemesi,Elektrik
2024-01-26,Restoran,82.11,Restoran,Pizza
2024-01-22,Ulaşım,147.07,Market,Migros
2024-01-14,Fatura Ödemesi,235.23,ATM,ATM Çekimi
2024-01-12,Ulaşım,489.3,Fatura Ödemesi,İnternet
2024-01-23,Fatura Ödemesi,65.6,Ulaşım,Tren
2024-01-23,Ulaşım,191.22,Restoran,Cafe
2024-01-28,Fatura Ödemesi,366.63,Fatura Ödemesi,Su
2024-01-10,ATM Çekimi,28.82,Fatura Ödemesi,Elektrik
2024-01-27,Fatura Ödemesi,74.95,Market,Carrefour
2024-01-19,Alışveriş,37.11,Fatura Ödemesi,Su
2024-01-14,Fatura Ödemesi,267.07,Fatura Ödemesi,İnternet
2024-01-30,Restoran,57.16,Market,Migros
2024-01-13,Ulaşım,435.27,Fatura Ödemesi,İnternet
2024-01-21,Restoran,420.97,Restoran,Cafe
2024-01-17,Fatura Ödemesi,177.37,Ulaşım,Otobüs
2024-01-17,Ulaşım,103.8,Ulaşım,Otobüs
2024-01-17,Fatura Ödemesi,401.58,Restoran,Cafe
2024-01-26,ATM Çekimi,275.47,Ulaşım,Taksi
2024-01-13,Fatura Ödemesi,415.96,Fatura Ödemesi,İnternet
2024-01-10,Alışveriş,491.38,Ulaşım,Otobüs
2024-01-21,ATM Çekimi,289.95,Ulaşım,Tren
2024-01-13,ATM Çekimi,51.03,ATM,ATM Çekimi
2024-01-14,Fatura Ödemesi,255.21,ATM,ATM Çekimi
2024-01-28,Ulaşım,69.47,Restoran,Cafe
2024-01-23,ATM Çekimi,143.68,Fatura Ödemesi,Su
2024-01-14,ATM Çekimi,282.46,ATM,ATM Çekimi
2024-01-10,Alışveriş,290.02,Ulaşım,Taksi
2024-01-28,Ulaşım,35.61,Restoran,Cafe
2024-01-25,Alışveriş,302.12,Fatura Ödemesi,Elektrik
2024-01-06,Restoran,62.67,ATM,ATM Çekimi
2024-01-26,Fatura Ödemesi,48.71,ATM,ATM Çekimi
2024-01-14,ATM Çekimi,87.77,Restoran,Cafe
2024-01-12,Fatura Ödemesi,477.08,ATM,ATM Çekimi
2024-01-13,Fatura Ödemesi,454.44,Market,Migros
2024-01-24,Restoran,182.04,Ulaşım,Otobüs
2024-01-19,ATM Çekimi,285.6,ATM,ATM Çekimi
2024-01-16,Restoran,191.39,Fatura Ödemesi,Su
2024-01-20,Fatura Ödemesi,398.17,Restoran,Pizza
2024-02-09,Alışveriş,67.98,ATM,ATM Çekimi
2024-02-06,Eğlence,401.7,Sağlık,Eczane
2024-02-27,Alışveriş,341.37,Sağlık,Doktor
2024-02-17,ATM Çekimi,356.72,ATM,ATM Çekimi
2024-02-26,Eğlence,120.08,ATM,ATM Çekimi
2024-02-04,Alışveriş,193.97,Restoran,Pasta
2024-02-14,Eğlence,78.42,Sağlık,Doktor
2024-02-12,Eğlence,287.65,Market,Şok
2024-02-21,Eğlence,417.7,Restoran,Pasta
2024-02-24,Eğlence,481.54,ATM,ATM Çekimi
2024-02-29,Restoran,175.94,ATM,ATM Çekimi
2024-02-18,Eğlence,277.03,Sağlık,Doktor
2024-02-01,ATM Çekimi,241.44,Eğlence,Konser
2024-02-04,Alışveriş,429.66,Sağlık,Eczane
2024-02-01,Alışveriş,215.85,Market,Metro
2024-02-15,ATM Çekimi,52.81,Sağlık,Eczane
2024-02-05,Restoran,445.18,Eğlence,Sinema
2024-02-12,Eğlence,420.38,Market,Şok
2024-02-28,Sağlık,312.53,Market,Metro
2024-02-07,Eğlence,36.44,Market,Şok
2024-02-07,Alışveriş,481.47,Market,Şok
2024-02-20,Alışveriş,465.03,Eğlence,Konser
2024-02-01,Restoran,86.0,Market,Metro
2024-02-01,Restoran,446.57,ATM,ATM Çekimi
2024-02-21,Restoran,122.57,Sağlık,Doktor
2024-02-16,ATM Çekimi,333.46,ATM,ATM Çekimi
2024-02-17,Eğlence,40.25,Eğlence,Konser
2024-02-18,Alışveriş,27.82,Restoran,Pasta
2024-02-16,Alışveriş,457.1,Sağlık,Eczane
2024-02-27,Sağlık,20.97,Market,Şok
2024-02-02,Restoran,405.45,Restoran,Sushi
2024-02-09,Eğlence,109.88,Eğlence,Konser
2024-02-14,ATM Çekimi,270.5,Market,Şok
2024-02-23,Eğlence,155.46,Market,Şok
2024-02-17,Sağlık,497.93,Market,A101
2024-02-24,Eğlence,153.57,Restoran,Pasta
2024-02-14,Restoran,453.62,Market,A101
2024-02-28,ATM Çekimi,457.18,Restoran,Burger
2024-02-01,ATM Çekimi,240.28,ATM,ATM Çekimi
2024-02-05,Restoran,226.66,Sağlık,Eczane
2024-02-16,Sağlık,263.65,ATM,ATM Çekimi
2024-02-10,Alışveriş,142.5,ATM,ATM Çekimi
2024-02-23,Alışveriş,412.75,Restoran,Pasta
2024-02-28,Sağlık,132.0,ATM,ATM Çekimi
2024-02-26,Restoran,128.1,Eğlence,Tiyatro
2024-02-18,Eğlence,454.77,Sağlık,Eczane
2024-02-05,Eğlence,410.12,Restoran,Burger
2024-02-18,ATM Çekimi,437.03,Restoran,Burger
2024-02-10,Eğlence,16.15,ATM,ATM Çekimi
2024-02-17,Sağlık,338.71,Market,A101
2024-02-29,Restoran,201.78,Restoran,Burger
2024-02-11,Eğlence,89.64,Market,Şok
2024-02-23,Sağlık,101.48,Sağlık,Eczane
2024-02-15,Restoran,33.87,Restoran,Pasta
2024-02-06,Alışveriş,212.78,Market,A101
2024-02-27,Restoran,59.78,Eğlence,Tiyatro
2024-02-20,Restoran,68.93,Eğlence,Sinema
2024-02-29,ATM Çekimi,25.6,Sağlık,Eczane
2024-02-27,Alışveriş,52.42,Eğlence,Tiyatro
2024-02-11,Eğlence,277.51,Market,Şok
2024-02-08,ATM Çekimi,233.79,Sağlık,Doktor
2024-02-04,ATM Çekimi,457.99,Restoran,Pasta
2024-02-25,ATM Çekimi,379.87,Eğlence,Konser
2024-02-25,Eğlence,152.03,ATM,ATM Çekimi
2024-02-08,Eğlence,309.29,Sağlık,Eczane
2024-02-23,Eğlence,303.37,ATM,ATM Çekimi
2024-02-05,Eğlence,448.31,Restoran,Sushi
2024-02-19,Eğlence,138.02,Sağlık,Doktor
2024-02-27,Eğlence,85.5,ATM,ATM Çekimi
2024-02-11,Alışveriş,453.31,Market,A101
2024-02-02,ATM Çekimi,67.94,Eğlence,Tiyatro
2024-02-14,Restoran,155.48,Sağlık,Eczane
2024-02-29,Eğlence,274.02,Sağlık,Eczane
2024-02-01,Alışveriş,99.11,ATM,ATM Çekimi
2024-02-17,Eğlence,247.68,Eğlence,Konser
2024-02-25,ATM Çekimi,474.26,ATM,ATM Çekimi
2024-02-12,Eğlence,246.73,ATM,ATM Çekimi
2024-02-07,Eğlence,348.67,ATM,ATM Çekimi
2024-02-20,Alışveriş,181.48,Restoran,Sushi
2024-02-26,Eğlence,196.39,Eğlence,Tiyatro
2024-02-11,Restoran,235.04,Eğlence,Tiyatro
2024-02-25,ATM Çekimi,161.52,Eğlence,Tiyatro
2024-02-05,Restoran,356.98,Eğlence,Sinema
2024-02-29,Alışveriş,428.13,Sağlık,Eczane
2024-02-10,Restoran,60.64,Restoran,Burger
2024-02-25,Alışveriş,253.64,Restoran,Burger
2024-02-05,ATM Çekimi,272.78,Sağlık,Doktor
2024-02-07,ATM Çekimi,434.15,Sağlık,Eczane
2024-02-06,Sağlık,67.81,Market,Metro
2024-02-03,Restoran,263.77,Sağlık,Eczane
2024-02-12,Sağlık,74.61,Eğlence,Konser
2024-02-22,Sağlık,10.86,Sağlık,Doktor
2024-02-29,Alışveriş,46.2,Market,A101
2024-02-27,Alışveriş,57.98,Restoran,Sushi
2024-02-29,Restoran,126.11,Restoran,Pasta
2024-02-20,Restoran,399.88,ATM,ATM Çekimi
2024-02-14,Eğlence,28.68,Restoran,Burger
2024-02-18,Alışveriş,414.45,ATM,ATM Çekimi
2024-02-21,Sağlık,299.47,ATM,ATM Çekimi
2024-02-21,Sağlık,345.12,Restoran,Burger
2024-02-28,Alışveriş,82.82,Market,Metro
2024-02-10,ATM Çekimi,187.76,Market,A101
2024-02-06,Eğlence,369.45,Restoran,Pasta
2024-02-11,Eğlence,221.4,ATM,ATM Çekimi
2024-02-07,ATM Çekimi,16.15,Market,Metro
2024-02-11,ATM Çekimi,93.56,Eğlence,Tiyatro
2024-02-22,ATM Çekimi,96.03,ATM,ATM Çekimi
2024-02-11,ATM Çekimi,64.89,ATM,ATM Çekimi
2024-02-24,Restoran,424.2,Sağlık,Doktor
2024-02-25,Sağlık,103.44,Market,Şok
2024-02-21,Sağlık,61.57,Eğlence,Konser
2024-02-19,ATM Çekimi,390.93,Restoran,Pasta
2024-02-11,Eğlence,299.82,ATM,ATM Çekimi
2024-02-01,Eğlence,184.36,Sağlık,Eczane
2024-02-02,Alışveriş,456.08,Market,A101
2024-02-18,Alışveriş,27.28,Market,Metro
2024-02-06,ATM Çekimi,237.42,Sağlık,Eczane
2024-02-29,Sağlık,110.49,Sağlık,Doktor
2024-02-15,Sağlık,484.17,ATM,ATM Çekimi
2024-02-17,Alışveriş,125.92,Sağlık,Eczane
2024-02-17,Alışveriş,139.9,Sağlık,Doktor
2024-02-01,Alışveriş,108.05,Market,A101
2024-02-14,Sağlık,238.56,Restoran,Burger
2024-02-09,Sağlık,228.87,Restoran,Pasta
2024-02-25,ATM Çekimi,421.54,ATM,ATM Çekimi
2024-02-04,Restoran,117.17,ATM,ATM Çekimi
2024-02-21,Sağlık,485.53,Sağlık,Eczane
2024-02-20,Restoran,39.27,Eğlence,Konser
2024-02-12,ATM Çekimi,130.48,Eğlence,Sinema
2024-02-13,ATM Çekimi,297.86,Market,A101
2024-02-18,Eğlence,427.23,Sağlık,Eczane
2024-02-13,Sağlık,80.1,Sağlık,Eczane
2024-02-08,ATM Çekimi,343.19,Eğlence,Sinema
2024-02-12,Sağlık,458.59,Eğlence,Tiyatro
2024-02-16,Restoran,19.88,Market,Şok
2024-02-13,ATM Çekimi,148.23,Restoran,Pasta
2024-02-10,ATM Çekimi,401.98,Restoran,Pasta
2024-02-15,Sağlık,375.6,Market,A101
2024-02-26,Restoran,261.97,Restoran,Sushi
2024-02-11,Alışveriş,378.02,Market,Şok
2024-02-21,Alışveriş,243.84,Market,A101
2024-02-22,Alışveriş,121.72,ATM,ATM Çekimi
2024-02-24,Alışveriş,499.09,Market,A101
2024-02-15,ATM Çekimi,302.79,Restoran,Pasta
2024-02-11,Restoran,169.96,Market,Şok
2024-02-02,Eğlence,422.29,Eğlence,Konser
2024-02-28,ATM Çekimi,366.45,Eğlence,Tiyatro
2024-02-15,ATM Çekimi,430.28,ATM,ATM Çekimi
2024-02-19,ATM Çekimi,221.87,ATM,ATM Çekimi
2024-02-04,Sağlık,287.31,ATM,ATM Çekimi
2024-02-21,Eğlence,410.36,Eğlence,Konser
2024-02-20,Alışveriş,208.58,ATM,ATM Çekimi
2024-02-09,Alışveriş,316.74,Restoran,Pasta
2024-02-04,Alışveriş,188.49,Restoran,Sushi
2024-02-21,Sağlık,321.42,Sağlık,Doktor
2024-02-01,ATM Çekimi,469.4,Market,A101
2024-02-06,Alışveriş,338.13,ATM,ATM Çekimi
2024-02-22,Restoran,72.15,Restoran,Burger
2024-02-10,Alışveriş,321.12,Market,Metro
2024-02-29,Restoran,167.83,Eğlence,Tiyatro
2024-02-16,Alışveriş,220.07,Market,Şok
2024-02-24,ATM Çekimi,242.81,ATM,ATM Çekimi
2024-02-08,ATM Çekimi,14.91,ATM,ATM Çekimi
2024-02-21,Alışveriş,341.03,Eğlence,Sinema
2024-02-27,ATM Çekimi,302.12,Market,Şok
2024-02-06,Eğlence,240.52,ATM,ATM Çekimi
2024-02-29,ATM Çekimi,228.6,Market,Metro
2024-02-28,Eğlence,302.96,Market,Metro
2024-02-19,Eğlence,127.48,Eğlence,Konser
2024-02-12,ATM Çekimi,212.7,Restoran,Pasta
2024-02-22,Sağlık,126.05,Sağlık,Doktor
2024-02-17,ATM Çekimi,205.83,Eğlence,Tiyatro
2024-02-16,Restoran,260.5,Restoran,Sushi
2024-02-09,Alışveriş,183.57,ATM,ATM Çekimi
2024-02-16,Sağlık,416.85,Market,A101
2024-02-06,Alışveriş,443.64,Restoran,Burger
2024-02-02,Sağlık,375.59,Sağlık,Doktor
2024-02-20,Restoran,78.95,ATM,ATM Çekimi
2024-02-03,Eğlence,314.6,Restoran,Burger
2024-02-01,Alışveriş,396.44,Market,A101
2024-02-20,ATM Çekimi,430.36,Eğlence,Tiyatro
2024-02-21,Alışveriş,330.48,Eğlence,Sinema
2024-02-21,Sağlık,304.2,Market,Şok
2024-02-13,Alışveriş,483.57,Restoran,Pasta
2024-02-06,Alışveriş,259.65,Market,Şok
2024-02-12,Eğlence,88.49,Market,Şok
2024-02-09,Alışveriş,321.71,Eğlence,Konser
2024-02-26,ATM Çekimi,444.77,Restoran,Burger
2024-02-05,Restoran,139.04,ATM,ATM Çekimi
2024-02-23,Restoran,284.15,Sağlık,Eczane
2024-02-17,Eğlence,390.29,Market,Metro
2024-02-14,Sağlık,457.34,Sağlık,Doktor
2024-02-23,Alışveriş,407.21,Market,A101
2024-02-07,Restoran,363.58,Eğlence,Sinema
2024-02-19,ATM Çekimi,58.6,Eğlence,Tiyatro
2024-02-08,Alışveriş,18.12,Sağlık,Doktor
2024-02-07,Eğlence,400.11,Restoran,Pasta
2024-02-09,Sağlık,15.39,ATM,ATM Çekimi
2024-02-23,Eğlence,13.98,Sağlık,Doktor
2024-02-09,Alışveriş,216.43,Market,Metro
2024-02-24,ATM Çekimi,400.35,Market,A101
2024-02-25,Eğlence,130.96,Eğlence,Sinema
2024-02-01,Eğlence,141.49,ATM,ATM Çekimi
2024-02-18,Sağlık,400.03,ATM,ATM Çekimi
2024-02-13,Sağlık,167.44,Eğlence,Tiyatro
2024-02-11,Eğlence,357.44,Market,Metro
2024-02-20,Eğlence,339.07,Eğlence,Tiyatro
2024-02-04,Alışveriş,469.27,Sağlık,Eczane
2024-02-26,Alışveriş,388.01,Eğlence,Tiyatro
2024-02-10,Eğlence,202.28,Market,Şok
2024-02-04,Sağlık,143.03,Sağlık,Eczane
2024-02-01,Eğlence,107.93,Sağlık,Doktor
2024-02-03,Restoran,386.48,Eğlence,Sinema
2024-02-02,Sağlık,44.13,Eğlence,Sinema
2024-02-02,Restoran,313.92,Restoran,Pasta
2024-02-15,Sağlık,286.62,Market,Metro
2024-02-21,Alışveriş,151.96,Sağlık,Eczane
2024-02-20,ATM Çekimi,209.46,Sağlık,Doktor
2024-02-20,Eğlence,184.77,Market,Şok
2024-02-26,Alışveriş,323.05,Eğlence,Tiyatro
2024-02-01,Restoran,262.78,Sağlık,Eczane
2024-02-21,Sağlık,220.9,Sağlık,Doktor
2024-02-04,Sağlık,345.06,Eğlence,Tiyatro
2024-02-29,ATM Çekimi,387.85,Eğlence,Tiyatro
2024-02-21,Alışveriş,307.59,Eğlence,Sinema
2024-02-19,ATM Çekimi,224.23,Restoran,Pasta
2024-02-15,Sağlık,143.88,Restoran,Burger
2024-02-19,Sağlık,12.05,Market,A101
2024-02-05,Restoran,222.4,Eğlence,Sinema
2024-02-04,Alışveriş,197.5,Eğlence,Tiyatro
2024-02-27,Eğlence,449.18,Restoran,Burger
2024-02-02,Alışveriş,312.4,Restoran,Pasta
2024-02-05,Sağlık,441.48,ATM,ATM Çekimi
2024-02-20,Restoran,486.34,Market,Şok
2024-02-08,Sağlık,197.12,Market,Metro
2024-02-19,ATM Çekimi,175.19,Sağlık,Eczane
2024-02-26,Alışveriş,17.66,ATM,ATM Çekimi
2024-02-06,Alışveriş,308.81,Eğlence,Tiyatro
2024-02-15,Restoran,22.75,Restoran,Sushi
2024-02-06,Restoran,497.77,Eğlence,Tiyatro
2024-02-03,Alışveriş,302.3,Market,A101
2024-02-13,Restoran,252.33,Market,Metro
2024-02-06,ATM Çekimi,175.89,Eğlence,Konser
2024-02-13,Eğlence,171.97,Restoran,Burger
2024-02-10,ATM Çekimi,96.17,Market,Şok
2024-02-02,Eğlence,488.48,Market,Şok
2024-02-18,Restoran,413.26,ATM,ATM Çekimi
2024-02-25,Sağlık,235.67,Sağlık,Eczane
2024-02-23,Eğlence,154.07,ATM,ATM Çekimi
2024-02-19,Eğlence,225.33,Restoran,Burger
2024-02-04,Sağlık,142.6,Sağlık,Eczane
2024-02-08,ATM Çekimi,116.82,Eğlence,Konser
2024-02-06,Sağlık,481.69,ATM,ATM Çekimi
2024-02-08,Restoran,105.86,Restoran,Sushi
2024-02-01,ATM Çekimi,480.45,Restoran,Pasta
2024-02-17,Restoran,399.68,Market,Metro
2024-02-23,Alışveriş,365.44,Market,Metro
2024-02-26,Eğlence,194.16,Market,A101
2024-02-23,Restoran,272.95,Restoran,Pasta
2024-02-20,Sağlık,267.89,Restoran,Pasta
2024-02-21,Alışveriş,436.14,Eğlence,Tiyatro
2024-02-26,Alışveriş,81.15,Market,Metro
2024-02-01,ATM Çekimi,92.73,Eğlence,Sinema
2024-02-24,Eğlence,291.58,ATM,ATM Çekimi
2024-02-12,Eğlence,187.64,Restoran,Burger
2024-02-03,Alışveriş,338.29,Sağlık,Eczane
2024-02-24,Restoran,57.3,Sağlık,Doktor
2024-02-05,Restoran,454.2,Sağlık,Doktor
2024-02-27,Sağlık,54.26,ATM,ATM Çekimi
2024-02-23,Sağlık,430.21,Restoran,Pasta
2024-02-17,Restoran,60.51,Eğlence,Konser
2024-02-23,Sağlık,283.8,Sağlık,Doktor
2024-02-05,Eğlence,473.26,Eğlence,Konser
2024-02-20,ATM Çekimi,237.1,ATM,ATM Çekimi
2024-02-21,Sağlık,472.83,Restoran,Burger
2024-02-05,Restoran,295.39,Eğlence,Sinema
2024-02-08,Alışveriş,478.36,Restoran,Burger
2024-02-12,Alışveriş,110.03,Market,Şok
2024-02-11,Eğlence,306.03,Market,Metro
2024-02-23,ATM Çekimi,181.19,Sağlık,Eczane
2024-02-13,Sağlık,106.86,Restoran,Sushi
2024-02-26,ATM Çekimi,71.29,Sağlık,Doktor
2024-02-14,ATM Çekimi,87.24,Market,A101
2024-02-08,Eğlence,114.26,Market,Şok
2024-02-04,Alışveriş,469.82,Market,Metro
2024-02-25,Alışveriş,193.5,Market,A101
2024-02-04,ATM Çekimi,453.54,ATM,ATM Çekimi
2024-02-01,ATM Çekimi,463.32,Sağlık,Eczane
2024-02-28,Alışveriş,328.75,ATM,ATM Çekimi
2024-02-17,Sağlık,274.98,Market,Şok
2024-02-16,Eğlence,263.88,Sağlık,Doktor
2024-02-29,Alışveriş,455.33,Market,A101
2024-02-27,Restoran,332.47,Eğlence,Konser
2024-02-20,ATM Çekimi,206.58,Restoran,Sushi
2024-02-21,Alışveriş,433.72,Eğlence,Konser
2024-02-25,Eğlence,426.97,Sağlık,Eczane
2024-02-07,Sağlık,207.28,Restoran,Burger
2024-02-15,Sağlık,257.47,Restoran,Pasta
2024-02-23,Sağlık,186.86,ATM,ATM Çekimi
2024-02-29,Eğlence,445.82,Sağlık,Doktor
2024-03-17,Alışveriş,126.61,ATM,ATM Çekimi
2024-03-14,Fatura Ödemesi,389.78,Giyim,H&M
2024-03-24,ATM Çekimi,140.91,Fatura Ödemesi,Su
2024-03-19,Kafe,391.45,Kafe,Starbucks
2024-03-13,Kafe,408.41,Fatura Ödemesi,Su
2024-03-09,ATM Çekimi,315.77,Fatura Ödemesi,Elektrik
2024-03-12,Fatura Ödemesi,307.04,Kafe,Kahve Dünyası
2024-03-12,Alışveriş,242.76,Seyahat,Uçak
2024-03-22,ATM Çekimi,434.52,Seyahat,Otobüs
2024-03-22,Kafe,401.93,Fatura Ödemesi,Su
2024-03-08,ATM Çekimi,180.49,Seyahat,Uçak
2024-03-03,Fatura Ödemesi,465.19,Seyahat,Tren
2024-03-04,Seyahat,102.59,ATM,ATM Çekimi
2024-03-13,Kafe,42.48,Giyim,LC Waikiki
2024-03-18,Alışveriş,82.09,ATM,ATM Çekimi
2024-03-21,ATM Çekimi,108.05,Seyahat,Otobüs
2024-03-06,ATM Çekimi,139.77,Giyim,H&M
2024-03-05,Alışveriş,423.89,Fatura Ödemesi,Doğalgaz
2024-03-10,Kafe,190.63,ATM,ATM Çekimi
2024-03-18,ATM Çekimi,422.04,Kafe,Gloria Jeans
2024-03-01,ATM Çekimi,60.55,ATM,ATM Çekimi
2024-03-22,Fatura Ödemesi,376.39,Fatura Ödemesi,Elektrik
2024-03-15,Kafe,112.17,Seyahat,Otobüs
2024-03-28,Fatura Ödemesi,232.97,Seyahat,Tren
2024-03-16,Kafe,296.7,Seyahat,Uçak
2024-03-11,ATM Çekimi,195.56,Giyim,Zara
2024-03-06,Fatura Ödemesi,445.98,ATM,ATM Çekimi
2024-03-31,ATM Çekimi,371.22,ATM,ATM Çekimi
2024-03-01,Fatura Ödemesi,215.83,Giyim,LC Waikiki
2024-03-24,Seyahat,414.25,Kafe,Gloria Jeans
2024-03-07,Alışveriş,73.42,Giyim,H&M
2024-03-06,Seyahat,445.82,Seyahat,Otobüs
2024-03-19,ATM Çekimi,174.98,Seyahat,Uçak
2024-03-18,ATM Çekimi,101.83,ATM,ATM Çekimi
2024-03-18,Alışveriş,210.35,Giyim,LC Waikiki
2024-03-04,Fatura Ödemesi,343.49,ATM,ATM Çekimi
2024-03-27,Kafe,358.05,Seyahat,Tren
2024-03-31,Fatura Ödemesi,181.79,Seyahat,Uçak
2024-03-12,Alışveriş,318.03,ATM,ATM Çekimi
2024-03-06,Alışveriş,260.52,Giyim,H&M
2024-03-24,ATM Çekimi,121.59,Giyim,Zara
2024-03-01,Fatura Ödemesi,89.28,Giyim,H&M
2024-03-28,Fatura Ödemesi,327.79,ATM,ATM Çekimi
2024-03-26,ATM Çekimi,134.72,Kafe,Starbucks
2024-03-18,ATM Çekimi,149.02,Seyahat,Uçak
2024-03-25,ATM Çekimi,158.58,Seyahat,Otobüs
2024-03-13,Seyahat,423.17,ATM,ATM Çekimi
2024-03-15,Fatura Ödemesi,160.17,Giyim,LC Waikiki
2024-03-19,Fatura Ödemesi,203.89,ATM,ATM Çekimi
2024-03-25,ATM Çekimi,276.37,Kafe,Gloria Jeans
2024-03-13,Fatura Ödemesi,259.63,Kafe,Kahve Dünyası
2024-03-31,Alışveriş,64.02,Fatura Ödemesi,Elektrik
2024-03-13,ATM Çekimi,120.42,Giyim,LC Waikiki
2024-03-31,Alışveriş,313.73,Kafe,Starbucks
2024-03-14,Kafe,60.72,Giyim,H&M
2024-03-31,Fatura Ödemesi,363.12,Giyim,LC Waikiki
2024-03-17,ATM Çekimi,149.44,Fatura Ödemesi,Su
2024-03-29,Alışveriş,223.39,Seyahat,Uçak
2024-03-01,Seyahat,409.53,Fatura Ödemesi,Su
2024-03-11,Kafe,124.88,Fatura Ödemesi,Doğalgaz
2024-03-27,Alışveriş,206.51,Giyim,H&M
2024-03-15,Alışveriş,280.4,Kafe,Gloria Jeans
2024-03-08,Fatura Ödemesi,13.04,Seyahat,Otobüs
2024-03-08,Seyahat,438.9,Giyim,H&M
2024-03-17,ATM Çekimi,485.48,ATM,ATM Çekimi
2024-03-10,Alışveriş,240.65,Seyahat,Tren
2024-03-11,Alışveriş,411.92,ATM,ATM Çekimi
2024-03-15,ATM Çekimi,401.72,Kafe,Kahve Dünyası
2024-03-15,ATM Çekimi,363.41,Giyim,LC Waikiki
2024-03-07,ATM Çekimi,274.71,ATM,ATM Çekimi
2024-03-18,Seyahat,472.13,Fatura Ödemesi,Doğalgaz
2024-03-10,Kafe,88.05,Seyahat,Otobüs
2024-03-15,ATM Çekimi,232.94,Fatura Ödemesi,Doğalgaz
2024-03-06,Seyahat,282.29,Seyahat,Uçak
2024-03-07,Kafe,62.85,Giyim,LC Waikiki
2024-03-12,Seyahat,22.34,ATM,ATM Çekimi
2024-03-24,Fatura Ödemesi,203.67,Seyahat,Otobüs
2024-03-14,Kafe,183.33,Fatura Ödemesi,Elektrik
2024-03-04,Seyahat,381.94,Fatura Ödemesi,Su
2024-03-18,Seyahat,44.83,Kafe,Kahve Dünyası
2024-03-25,Kafe,295.05,Kafe,Kahve Dünyası
2024-03-05,Kafe,71.05,Seyahat,Otobüs
2024-03-12,ATM Çekimi,146.65,Kafe,Starbucks
2024-03-13,Fatura Ödemesi,134.63,Giyim,Zara
2024-03-12,Kafe,310.22,Seyahat,Tren
2024-03-08,Fatura Ödemesi,343.02,Fatura Ödemesi,Elektrik
2024-03-31,Kafe,284.72,ATM,ATM Çekimi
2024-03-28,ATM Çekimi,41.88,ATM,ATM Çekimi
2024-03-04,Seyahat,92.57,Seyahat,Uçak
2024-03-16,Alışveriş,490.81,Fatura Ödemesi,Elektrik
2024-03-22,Fatura Ödemesi,149.51,Fatura Ödemesi,Doğalgaz
2024-03-01,ATM Çekimi,294.83,ATM,ATM Çekimi
2024-03-05,ATM Çekimi,73.46,ATM,ATM Çekimi
2024-03-08,Alışveriş,198.84,Giyim,Zara
2024-03-30,Fatura Ödemesi,122.74,Fatura Ödemesi,Su
2024-03-13,Seyahat,305.43,Kafe,Gloria Jeans
2024-03-04,Alışveriş,48.7,Seyahat,Tren
2024-03-27,Alışveriş,179.23,Kafe,Starbucks
2024-03-16,ATM Çekimi,193.06,ATM,ATM Çekimi
2024-03-08,Alışveriş,135.14,Kafe,Kahve Dünyası
2024-03-30,Alışveriş,23.98,Fatura Ödemesi,Doğalgaz
2024-03-05,Kafe,316.37,Kafe,Gloria Jeans
2024-03-07,Kafe,326.08,ATM,ATM Çekimi
2024-03-11,Kafe,237.18,Seyahat,Otobüs
2024-03-26,Seyahat,439.56,Kafe,Starbucks
2024-03-23,Seyahat,291.96,Kafe,Starbucks
2024-03-08,Fatura Ödemesi,340.39,Seyahat,Uçak
2024-03-14,ATM Çekimi,445.11,ATM,ATM Çekimi
2024-03-09,Kafe,157.56,Kafe,Starbucks
2024-03-02,Alışveriş,84.68,Giyim,LC Waikiki
2024-03-30,Seyahat,374.97,ATM,ATM Çekimi
2024-03-18,Seyahat,354.51,Giyim,LC Waikiki
2024-03-20,ATM Çekimi,153.46,Kafe,Kahve Dünyası
2024-03-24,Seyahat,91.61,Kafe,Gloria Jeans
2024-03-22,ATM Çekimi,486.96,Seyahat,Otobüs
2024-03-05,Seyahat,144.6,ATM,ATM Çekimi
2024-03-29,Alışveriş,328.16,Giyim,Zara
2024-03-12,ATM Çekimi,454.19,ATM,ATM Çekimi
2024-03-14,ATM Çekimi,246.89,Kafe,Kahve Dünyası
2024-03-07,Alışveriş,430.92,Kafe,Starbucks
2024-03-06,Kafe,138.02,Kafe,Kahve Dünyası
2024-03-21,Alışveriş,198.29,ATM,ATM Çekimi
2024-03-24,Fatura Ödemesi,390.4,Seyahat,Otobüs
2024-03-21,Seyahat,175.29,Seyahat,Uçak
2024-03-18,ATM Çekimi,312.31,Fatura Ödemesi,Elektrik
2024-03-29,Seyahat,279.46,Kafe,Gloria Jeans
2024-03-19,Seyahat,83.49,Giyim,H&M
2024-03-11,Kafe,33.32,Kafe,Gloria Jeans
2024-03-26,ATM Çekimi,230.82,Fatura Ödemesi,Su
2024-03-07,Kafe,415.15,ATM,ATM Çekimi
2024-03-17,Alışveriş,259.69,Seyahat,Uçak
2024-03-22,Fatura Ödemesi,379.81,Giyim,Zara
2024-03-06,Seyahat,274.07,ATM,ATM Çekimi
2024-03-05,Alışveriş,341.47,Seyahat,Otobüs
2024-03-08,ATM Çekimi,300.34,Kafe,Gloria Jeans
